Gender,Marital Status,Number of Dependents,Occupation,Income,Education Level,Customer Tenure,Customer Segment,Preferred Communication Channel,Credit Score,Credit History Length,Outstanding Loans,Churn Flag,Churn Reason,Churn Date,Balance,NumOfProducts,NumComplaints,Age
0,Married,5,"Accountant, chartered certified",71156.09,High School,27,SME,Email,658.0,1,3256.86,0,Not Churned,,152093.06,3.0,2.0,59.0
0,Single,1,"Scientist, forensic",73749.76,High School,30,Corporate,Email,618.0,2,19518.92,0,Not Churned,,102361.09,2.0,2.0,68.0
0,Divorced,0,Legal executive,87744.75,Master's,17,Retail,Email,717.0,16,35605.78,1,Relocation,2024-01-02,9608.8,1.0,4.0,48.0
1,Divorced,3,Amenity horticulturist,96029.48,Master's,1,SME,Phone,527.0,23,35793.95,0,Not Churned,,237922.03,4.0,0.0,28.0
0,Single,0,Industrial buyer,44825.97,Master's,9,Corporate,Phone,579.0,19,38953.83,0,Not Churned,,164810.84,3.0,0.0,41.0
1,Divorced,4,"Scientist, product/process development",56157.78,Master's,2,SME,Phone,520.0,23,3768.26,0,Not Churned,,165174.58,3.0,0.0,35.0
0,Divorced,1,Operational investment banker,85245.69,Diploma,2,Retail,Email,747.0,7,31387.53,0,Not Churned,,232192.4,3.0,10.0,44.0
1,Married,1,Radio producer,23852.79,Master's,12,Retail,Email,681.0,26,8153.14,0,Not Churned,,249816.36,1.0,8.0,34.0
0,Divorced,4,Musician,91939.26,Diploma,16,Retail,Email,643.0,1,31943.94,0,Not Churned,,193206.44,5.0,3.0,63.0
1,Married,1,Air traffic controller,7816.66,Bachelor's,4,SME,Email,687.0,5,2919.96,1,Better Offers Elsewhere,2024-01-14,7606.71,1.0,1.0,69.0
1,Divorced,4,Restaurant manager,47172.73,High School,1,Corporate,Email,610.0,5,26138.19,1,Account Closure,2024-04-18,16006.2,1.0,9.0,62.0
1,Single,0,Animal nutritionist,59188.34,High School,8,Corporate,Phone,747.0,16,44397.15,0,Not Churned,,11417.83,4.0,7.0,37.0
1,Married,4,Jewellery designer,81305.41,Diploma,14,Corporate,Email,717.0,22,30289.14,0,Not Churned,,184384.64,1.0,3.0,75.0
0,Divorced,4,"Editor, film/video",28041.54,Diploma,16,SME,Phone,387.0,1,21852.16,0,Not Churned,,165239.73,2.0,5.0,48.0
0,Married,2,Electrical engineer,7444.21,Master's,15,Corporate,Email,433.0,2,47253.68,0,Not Churned,,46815.97,4.0,5.0,25.0
1,Married,2,Corporate treasurer,83874.5,High School,22,SME,Phone,489.0,29,23207.68,0,Not Churned,,226231.27,5.0,8.0,70.0
0,Single,2,"Librarian, academic",24049.85,High School,13,SME,Phone,527.0,8,27130.65,0,Not Churned,,230402.55,1.0,1.0,24.0
1,Married,1,Medical technical officer,84080.99,Diploma,30,SME,Email,487.0,11,22773.02,1,Better Offers Elsewhere,2024-07-13,50049.86,1.0,5.0,39.0
1,Married,5,Barrister's clerk,36518.77,Bachelor's,26,SME,Email,809.0,29,10492.07,0,Not Churned,,238459.08,2.0,7.0,51.0
0,Divorced,0,"Surveyor, insurance",36784.95,Diploma,27,SME,Email,558.0,2,10555.59,0,Not Churned,,24454.54,2.0,0.0,71.0
0,Married,5,Data processing manager,98222.32,Diploma,17,Retail,Email,532.0,8,46185.86,0,Not Churned,,224359.4,1.0,3.0,62.0
0,Single,4,Systems developer,83781.2,High School,18,Retail,Email,454.0,12,45976.72,0,Not Churned,,89551.19,2.0,0.0,74.0
0,Married,0,Jewellery designer,87016.63,Bachelor's,13,SME,Phone,695.0,8,11794.12,1,Relocation,2024-08-02,23756.29,1.0,4.0,52.0
0,Married,1,Clinical cytogeneticist,10029.0,Master's,22,Corporate,Phone,603.0,20,34975.22,0,Not Churned,,216348.6,4.0,8.0,69.0
1,Divorced,5,"Engineer, civil (consulting)",72280.83,Master's,5,Corporate,Phone,492.0,26,10344.54,0,Not Churned,,132074.45,2.0,3.0,34.0
0,Married,4,Mechanical engineer,21794.44,Diploma,11,Corporate,Email,824.0,28,40332.11,0,Not Churned,,34546.55,4.0,10.0,62.0
1,Single,1,"Designer, blown glass/stained glass",89024.91,Master's,28,Corporate,Phone,403.0,23,21630.04,0,Not Churned,,44843.77,4.0,3.0,49.0
0,Single,2,Fisheries officer,41000.38,Bachelor's,30,SME,Email,386.0,2,23208.61,0,Not Churned,,78528.53,5.0,6.0,37.0
1,Divorced,2,Barrister,38043.09,Bachelor's,25,SME,Email,530.0,11,8079.95,0,Not Churned,,100151.13,3.0,2.0,36.0
1,Divorced,4,Chartered loss adjuster,58577.94,Diploma,22,SME,Phone,390.0,1,29365.72,0,Not Churned,,131743.78,5.0,10.0,59.0
1,Divorced,1,Agricultural engineer,20962.7,Bachelor's,23,SME,Email,647.0,20,48924.95,0,Not Churned,,205772.01,3.0,2.0,49.0
1,Married,4,"Journalist, newspaper",50707.43,Diploma,1,Retail,Email,365.0,1,16763.45,0,Not Churned,,132237.3,4.0,10.0,21.0
1,Single,5,Comptroller,96402.97,Master's,6,Corporate,Phone,812.0,13,16921.9,0,Not Churned,,176889.91,4.0,8.0,65.0
1,Married,1,Neurosurgeon,43746.02,High School,14,Corporate,Email,785.0,11,33435.73,0,Not Churned,,211695.57,3.0,0.0,28.0
1,Single,2,Financial risk analyst,26734.0,High School,14,Retail,Phone,810.0,26,44187.71,0,Not Churned,,200024.47,5.0,5.0,74.0
0,Divorced,2,Newspaper journalist,5822.94,Diploma,18,SME,Phone,434.0,7,44371.14,0,Not Churned,,237763.63,3.0,2.0,25.0
0,Single,0,Systems analyst,10371.13,High School,20,SME,Email,710.0,25,4482.76,0,Not Churned,,102966.85,1.0,5.0,73.0
0,Single,0,Chief Marketing Officer,70816.91,Diploma,13,Retail,Phone,829.0,12,8919.75,0,Not Churned,,246043.65,5.0,0.0,32.0
0,Single,0,Scientific laboratory technician,64061.94,Diploma,15,SME,Email,833.0,2,16045.11,0,Not Churned,,123291.11,4.0,10.0,47.0
1,Divorced,3,Air traffic controller,24987.97,Master's,19,Retail,Phone,407.0,12,29669.72,0,Not Churned,,130678.5,3.0,8.0,47.0
0,Married,1,Visual merchandiser,26825.59,Master's,19,SME,Email,699.0,26,29426.73,0,Not Churned,,234997.64,5.0,4.0,73.0
0,Single,1,Data scientist,28194.45,Diploma,16,SME,Email,791.0,14,47670.93,0,Not Churned,,130619.71,4.0,10.0,42.0
0,Single,2,"Psychologist, forensic",59992.03,Bachelor's,29,SME,Phone,484.0,7,20719.32,0,Not Churned,,123299.08,3.0,6.0,57.0
1,Divorced,1,"Therapist, horticultural",52503.15,High School,4,Retail,Email,568.0,17,3033.24,1,Service Issues,2024-07-19,24932.4,2.0,9.0,37.0
1,Married,4,Publishing rights manager,32060.82,High School,20,Corporate,Phone,530.0,20,29835.54,0,Not Churned,,66346.21,5.0,4.0,20.0
1,Married,3,Marine scientist,10913.01,High School,19,Corporate,Email,647.0,27,2957.15,0,Not Churned,,180581.73,1.0,8.0,64.0
1,Married,1,Corporate investment banker,19862.41,High School,16,SME,Phone,830.0,13,45894.85,0,Not Churned,,121985.53,5.0,1.0,73.0
0,Divorced,3,Chartered public finance accountant,18983.5,Diploma,11,Corporate,Email,466.0,6,47705.23,0,Not Churned,,195314.19,3.0,1.0,67.0
0,Married,1,Research scientist (maths),22190.07,High School,16,Corporate,Phone,564.0,13,30117.7,0,Not Churned,,236955.95,2.0,3.0,57.0
1,Married,2,"Production designer, theatre/television/film",91319.55,Master's,29,SME,Email,825.0,3,24522.31,0,Not Churned,,167226.71,5.0,10.0,54.0
1,Single,5,Toxicologist,89746.44,Diploma,21,Retail,Phone,594.0,1,22186.54,1,Relocation,2024-06-13,42070.41,3.0,10.0,19.0
0,Divorced,2,"Editor, film/video",48522.11,Diploma,13,SME,Phone,611.0,21,46587.06,0,Not Churned,,106327.53,4.0,2.0,30.0
0,Married,3,"Social research officer, government",73337.11,Bachelor's,16,Retail,Email,598.0,18,18537.82,1,Account Closure,2024-04-14,15185.82,4.0,9.0,60.0
0,Married,4,Health and safety adviser,72534.46,Diploma,12,Retail,Email,642.0,23,39165.97,0,Not Churned,,141887.17,1.0,7.0,69.0
0,Married,3,Applications developer,47735.94,Diploma,26,SME,Email,460.0,22,46228.37,0,Not Churned,,92341.0,3.0,0.0,19.0
1,Single,5,Energy manager,79712.7,Bachelor's,29,Corporate,Phone,429.0,7,49601.84,1,Relocation,2024-02-09,33823.44,4.0,7.0,25.0
0,Divorced,4,Patent attorney,13331.26,Master's,26,Corporate,Email,709.0,19,47036.02,0,Not Churned,,230652.66,3.0,8.0,31.0
0,Divorced,4,Passenger transport manager,62749.26,High School,9,Retail,Phone,383.0,5,41827.95,0,Not Churned,,154393.46,4.0,2.0,21.0
1,Divorced,2,Accommodation manager,46256.41,High School,17,Retail,Phone,631.0,8,8758.69,0,Not Churned,,91237.28,5.0,5.0,51.0
0,Single,4,Pathologist,55364.27,Bachelor's,17,Retail,Phone,512.0,19,11031.28,0,Not Churned,,223311.86,4.0,1.0,62.0
1,Married,5,Media planner,27728.54,Master's,1,Corporate,Phone,609.0,21,14074.65,0,Not Churned,,93298.52,4.0,5.0,59.0
1,Single,1,Commercial art gallery manager,81823.89,Bachelor's,4,Corporate,Email,810.0,4,40912.63,0,Not Churned,,175917.95,5.0,4.0,56.0
1,Married,1,"Presenter, broadcasting",85836.94,Bachelor's,5,SME,Email,701.0,5,39406.55,0,Not Churned,,200993.15,4.0,8.0,64.0
1,Single,4,"Programme researcher, broadcasting/film/video",13850.0,High School,28,SME,Email,603.0,15,34841.79,0,Not Churned,,183750.92,4.0,8.0,42.0
0,Single,0,Passenger transport manager,33188.7,Master's,12,SME,Email,452.0,10,3251.71,0,Not Churned,,72062.17,1.0,0.0,34.0
0,Single,5,Legal executive,48372.49,Bachelor's,23,Retail,Phone,447.0,26,49250.76,0,Not Churned,,85700.58,3.0,5.0,57.0
1,Single,5,"Solicitor, Scotland",13279.23,Master's,28,SME,Phone,602.0,9,30448.42,0,Not Churned,,135277.71,4.0,5.0,37.0
0,Divorced,5,Warden/ranger,82486.64,Master's,16,Retail,Email,364.0,18,3606.17,0,Not Churned,,188789.63,4.0,7.0,52.0
1,Divorced,5,Accommodation manager,30965.4,Diploma,14,Corporate,Phone,665.0,13,31591.98,0,Not Churned,,185663.18,3.0,4.0,29.0
1,Divorced,5,Ranger/warden,26351.35,Master's,23,SME,Email,838.0,10,28429.31,0,Not Churned,,134917.86,5.0,3.0,41.0
1,Divorced,3,Facilities manager,85087.76,Bachelor's,23,SME,Phone,654.0,3,15828.7,0,Not Churned,,21124.23,4.0,1.0,68.0
1,Single,4,Quantity surveyor,53901.23,Master's,5,Retail,Phone,721.0,29,16504.67,0,Not Churned,,202181.45,1.0,10.0,65.0
0,Divorced,5,Operational investment banker,83082.07,Master's,16,Retail,Email,386.0,16,40617.5,0,Not Churned,,117011.91,5.0,8.0,28.0
0,Married,1,Hospital doctor,65121.05,High School,18,Corporate,Phone,436.0,8,29013.58,0,Not Churned,,94813.09,2.0,1.0,71.0
0,Married,1,Music tutor,74913.24,Master's,23,Retail,Email,351.0,12,48591.46,0,Not Churned,,214201.07,3.0,8.0,29.0
0,Single,1,Contractor,97928.29,High School,13,SME,Email,710.0,23,29248.81,0,Not Churned,,180935.67,5.0,7.0,60.0
1,Divorced,2,Local government officer,66223.48,Master's,4,Retail,Email,441.0,16,34085.09,1,Account Closure,2024-01-22,73574.79,2.0,9.0,70.0
0,Divorced,2,"Engineer, civil (consulting)",55638.61,Bachelor's,2,Retail,Email,465.0,14,29201.51,0,Not Churned,,683.23,5.0,1.0,33.0
1,Divorced,2,Research scientist (life sciences),34919.41,Bachelor's,10,Retail,Phone,483.0,24,34036.07,0,Not Churned,,63570.66,2.0,7.0,29.0
0,Married,3,Educational psychologist,47219.95,Bachelor's,10,SME,Email,731.0,5,26711.54,0,Not Churned,,227316.88,5.0,0.0,61.0
0,Single,0,Pensions consultant,38896.56,High School,8,SME,Phone,630.0,10,7188.92,0,Not Churned,,203843.58,1.0,4.0,44.0
0,Married,3,"Scientist, audiological",5943.55,Master's,26,Retail,Email,345.0,30,10370.48,0,Not Churned,,119875.18,3.0,5.0,52.0
1,Single,2,Dispensing optician,69916.72,Diploma,20,Retail,Email,319.0,9,26163.24,0,Not Churned,,82154.18,2.0,2.0,21.0
0,Married,1,"Investment banker, corporate",63069.69,Bachelor's,25,Corporate,Email,813.0,12,7205.19,0,Not Churned,,174067.55,4.0,0.0,48.0
1,Married,5,Air traffic controller,31820.52,Diploma,14,SME,Phone,671.0,21,3525.87,0,Not Churned,,229294.77,2.0,4.0,63.0
0,Married,1,Commissioning editor,35533.88,Diploma,30,SME,Email,699.0,19,29725.37,0,Not Churned,,111373.87,2.0,7.0,23.0
0,Single,2,Travel agency manager,29255.62,Bachelor's,28,Retail,Phone,418.0,2,5573.23,0,Not Churned,,196177.21,3.0,0.0,76.0
0,Single,1,IT sales professional,82936.48,Diploma,1,Corporate,Phone,348.0,29,27424.75,0,Not Churned,,73824.68,5.0,6.0,64.0
1,Married,5,Health promotion specialist,49890.87,Bachelor's,22,Retail,Phone,664.0,19,2186.41,0,Not Churned,,74018.54,5.0,7.0,35.0
0,Divorced,3,English as a second language teacher,83894.9,Bachelor's,21,Retail,Phone,393.0,29,39275.9,0,Not Churned,,156655.2,1.0,3.0,38.0
0,Married,5,Proofreader,99383.15,Diploma,16,Retail,Email,418.0,10,24924.17,1,Account Closure,2024-04-18,13471.35,2.0,2.0,39.0
0,Married,5,Industrial buyer,97903.68,Bachelor's,23,SME,Phone,383.0,24,14004.17,0,Not Churned,,133436.78,1.0,8.0,36.0
0,Divorced,5,Facilities manager,36648.43,Diploma,22,SME,Email,380.0,17,12472.51,0,Not Churned,,117140.39,2.0,2.0,32.0
0,Divorced,1,Associate Professor,69231.67,High School,10,SME,Phone,401.0,11,22482.54,0,Not Churned,,246241.36,4.0,2.0,25.0
0,Single,3,Trade mark attorney,94555.76,Bachelor's,20,Retail,Phone,359.0,10,25174.33,1,Relocation,2024-02-16,26161.16,1.0,3.0,68.0
1,Married,2,"Designer, interior/spatial",80780.88,Diploma,4,Retail,Phone,756.0,23,14039.74,0,Not Churned,,128519.68,4.0,10.0,64.0
0,Married,2,Marine scientist,17745.17,High School,15,SME,Email,331.0,3,46891.75,0,Not Churned,,156898.79,4.0,1.0,53.0
0,Married,0,"Development worker, international aid",93566.7,Diploma,9,Retail,Email,563.0,24,33174.99,0,Not Churned,,49935.35,3.0,4.0,53.0
1,Married,1,Chief Operating Officer,17802.88,Bachelor's,12,Retail,Email,778.0,30,14555.39,0,Not Churned,,31841.04,5.0,9.0,49.0
0,Divorced,4,Veterinary surgeon,18116.84,Master's,28,SME,Phone,589.0,20,22253.95,0,Not Churned,,70748.31,2.0,5.0,37.0
1,Divorced,5,Building surveyor,12273.9,Diploma,19,Retail,Phone,692.0,28,49704.68,0,Not Churned,,121394.86,1.0,4.0,61.0
0,Married,0,Chartered management accountant,53746.56,Diploma,21,Retail,Phone,427.0,3,20684.85,1,Account Closure,2024-05-20,45346.03,1.0,2.0,36.0
0,Married,4,Product manager,67220.92,Diploma,1,SME,Email,359.0,15,30849.37,0,Not Churned,,183699.18,2.0,10.0,34.0
1,Married,3,Sports therapist,72642.15,Master's,6,SME,Phone,732.0,13,34312.25,0,Not Churned,,108023.23,4.0,4.0,69.0
1,Married,0,Local government officer,32719.0,Master's,13,Retail,Email,456.0,21,18437.54,0,Not Churned,,97899.08,2.0,4.0,49.0
1,Divorced,2,Manufacturing engineer,38589.47,High School,5,Corporate,Phone,586.0,2,37079.72,0,Not Churned,,107917.74,4.0,6.0,54.0
1,Single,2,"Nurse, learning disability",22326.12,Bachelor's,11,Retail,Email,691.0,14,17510.74,0,Not Churned,,13383.11,4.0,7.0,37.0
0,Divorced,4,Media buyer,58497.62,Bachelor's,16,Retail,Phone,324.0,15,37095.9,0,Not Churned,,122722.92,4.0,3.0,41.0
1,Single,3,Sports coach,43608.07,Bachelor's,10,SME,Email,382.0,3,18404.96,0,Not Churned,,240663.92,3.0,3.0,36.0
1,Single,5,Retail merchandiser,97525.0,High School,5,SME,Phone,681.0,29,18918.68,0,Not Churned,,151855.4,5.0,2.0,24.0
0,Single,4,Market researcher,37002.15,Master's,13,SME,Phone,428.0,28,45843.62,0,Not Churned,,112723.28,2.0,4.0,20.0
1,Single,0,Primary school teacher,88755.15,Diploma,25,SME,Phone,662.0,3,14897.25,0,Not Churned,,249645.07,3.0,7.0,63.0
1,Divorced,5,"Engineer, structural",71214.58,Diploma,3,Corporate,Email,652.0,25,30094.31,1,Relocation,2024-07-25,48707.15,2.0,9.0,66.0
1,Married,0,Radio broadcast assistant,53127.59,High School,6,Retail,Email,664.0,15,19625.41,1,Account Closure,2024-07-15,3139.06,2.0,10.0,34.0
1,Married,4,Associate Professor,19817.25,Bachelor's,30,Corporate,Phone,798.0,15,5263.86,0,Not Churned,,91147.53,2.0,8.0,36.0
1,Married,2,Industrial/product designer,56120.19,Master's,13,Corporate,Phone,564.0,19,49794.22,0,Not Churned,,153003.65,2.0,6.0,64.0
1,Divorced,0,Soil scientist,58280.05,Master's,15,Corporate,Phone,615.0,23,34401.16,1,Service Issues,2024-08-01,54263.74,1.0,10.0,69.0
1,Single,3,Publishing copy,52312.08,Bachelor's,28,Corporate,Phone,742.0,1,26228.65,0,Not Churned,,210226.19,2.0,9.0,59.0
1,Married,1,Network engineer,36560.33,Bachelor's,25,Retail,Phone,786.0,12,24380.1,0,Not Churned,,176925.0,2.0,4.0,76.0
1,Divorced,2,Insurance underwriter,58398.3,Bachelor's,6,Corporate,Email,359.0,14,36193.1,0,Not Churned,,36356.62,5.0,1.0,51.0
0,Married,3,Arboriculturist,93999.12,Master's,12,Retail,Email,570.0,9,2207.64,0,Not Churned,,177409.88,2.0,2.0,52.0
1,Divorced,0,"Engineer, mining",26015.52,Diploma,21,SME,Email,461.0,5,2818.53,0,Not Churned,,248798.03,1.0,0.0,46.0
0,Divorced,2,"Horticulturist, commercial",32077.01,Diploma,27,Corporate,Email,357.0,25,15918.67,0,Not Churned,,214290.65,5.0,9.0,61.0
1,Single,2,Tree surgeon,35806.17,Diploma,28,Retail,Email,330.0,22,29653.24,0,Not Churned,,149452.36,3.0,7.0,58.0
1,Divorced,3,Leisure centre manager,39265.89,Bachelor's,8,SME,Email,511.0,18,38618.89,0,Not Churned,,180401.04,1.0,7.0,61.0
0,Married,5,"Editor, film/video",94558.56,High School,7,Retail,Phone,550.0,21,18439.1,0,Not Churned,,120562.38,5.0,9.0,69.0
1,Divorced,5,Games developer,34666.73,Diploma,8,Retail,Email,377.0,22,4211.35,0,Not Churned,,106430.72,2.0,6.0,34.0
0,Single,3,"Engineer, control and instrumentation",66023.22,High School,5,Corporate,Email,414.0,22,19526.4,0,Not Churned,,99142.25,4.0,7.0,43.0
0,Married,0,Civil Service fast streamer,93085.39,Master's,11,SME,Email,529.0,28,2094.97,0,Not Churned,,129954.02,4.0,0.0,38.0
0,Single,1,Jewellery designer,58860.17,High School,17,SME,Email,578.0,13,22974.5,0,Not Churned,,35203.3,2.0,2.0,51.0
1,Single,1,Housing manager/officer,10749.73,High School,6,Corporate,Email,469.0,13,18226.03,0,Not Churned,,56183.52,2.0,3.0,57.0
1,Married,3,Bookseller,90765.24,Bachelor's,12,Corporate,Email,763.0,20,21775.29,0,Not Churned,,53681.41,5.0,7.0,61.0
1,Married,4,Warden/ranger,8840.43,High School,19,Retail,Email,357.0,29,7524.27,1,Relocation,2024-01-15,3672.01,3.0,9.0,31.0
0,Single,3,Civil Service administrator,14130.84,Diploma,21,Corporate,Email,431.0,28,42736.3,0,Not Churned,,131364.32,4.0,2.0,58.0
0,Single,1,Wellsite geologist,40336.95,High School,20,Retail,Phone,408.0,20,18513.56,0,Not Churned,,227071.65,1.0,10.0,21.0
1,Single,1,Insurance account manager,19248.27,Master's,21,Retail,Email,828.0,9,25245.04,0,Not Churned,,218467.25,5.0,2.0,73.0
0,Single,4,Theme park manager,88121.47,Bachelor's,9,SME,Phone,356.0,17,29711.3,0,Not Churned,,107333.83,3.0,3.0,55.0
0,Married,4,Careers information officer,40038.89,High School,15,Corporate,Email,769.0,27,43056.56,0,Not Churned,,26320.45,3.0,4.0,45.0
1,Single,0,Chartered legal executive (England and Wales),65897.96,High School,29,Corporate,Email,496.0,9,27863.82,0,Not Churned,,125336.5,3.0,0.0,21.0
0,Divorced,0,Public affairs consultant,10066.15,Bachelor's,7,SME,Phone,703.0,19,18395.24,0,Not Churned,,199993.03,3.0,6.0,64.0
1,Divorced,5,Personnel officer,12821.3,Bachelor's,3,Corporate,Email,719.0,4,47253.98,0,Not Churned,,221781.84,1.0,1.0,54.0
0,Single,4,Market researcher,13833.81,Diploma,30,Corporate,Email,627.0,22,45308.61,0,Not Churned,,109219.91,3.0,6.0,31.0
0,Divorced,4,Tour manager,91767.75,High School,26,SME,Phone,338.0,30,11113.0,0,Not Churned,,164672.3,3.0,4.0,44.0
0,Married,1,Mining engineer,14862.2,High School,27,Corporate,Phone,415.0,29,6108.71,0,Not Churned,,154762.84,5.0,2.0,74.0
1,Married,3,Environmental health practitioner,96650.22,High School,16,Retail,Phone,595.0,17,3558.41,0,Not Churned,,78807.76,5.0,1.0,55.0
1,Divorced,0,"Education officer, museum",15492.7,Bachelor's,3,Retail,Email,536.0,9,4689.28,0,Not Churned,,96046.61,4.0,10.0,20.0
0,Single,2,Public affairs consultant,81883.25,Diploma,7,Corporate,Phone,399.0,15,8248.16,0,Not Churned,,245327.89,4.0,3.0,50.0
1,Married,3,Field seismologist,32602.81,High School,7,Retail,Phone,733.0,17,7625.29,0,Not Churned,,241422.9,5.0,0.0,63.0
0,Divorced,1,"Scientist, audiological",86152.41,High School,1,Retail,Phone,326.0,30,11684.87,0,Not Churned,,174782.99,5.0,7.0,49.0
0,Single,0,Interpreter,18949.63,Diploma,17,Retail,Phone,801.0,12,29494.67,0,Not Churned,,151656.17,2.0,6.0,66.0
1,Single,2,Airline pilot,33628.68,Diploma,19,Corporate,Email,718.0,7,26775.33,0,Not Churned,,140574.78,3.0,7.0,36.0
1,Single,0,Fitness centre manager,35685.33,Bachelor's,14,Retail,Phone,308.0,11,30669.19,0,Not Churned,,47951.09,5.0,4.0,71.0
0,Divorced,4,Youth worker,5506.34,Master's,2,Retail,Email,449.0,6,41388.36,0,Not Churned,,92796.55,4.0,2.0,64.0
1,Divorced,0,"Surveyor, rural practice",46289.65,Diploma,19,Corporate,Email,738.0,9,33897.13,0,Not Churned,,76880.67,2.0,0.0,19.0
0,Married,3,Set designer,9821.49,Master's,14,SME,Phone,487.0,12,21457.8,0,Not Churned,,151071.15,5.0,1.0,59.0
0,Divorced,3,Health physicist,60468.25,High School,24,Corporate,Phone,313.0,11,18191.96,0,Not Churned,,228297.82,4.0,0.0,61.0
1,Single,0,Psychotherapist,53797.12,Master's,12,SME,Phone,387.0,6,32797.11,0,Not Churned,,98650.65,5.0,3.0,68.0
1,Married,4,Software engineer,61984.71,High School,26,Retail,Email,486.0,25,30837.44,0,Not Churned,,53283.45,5.0,9.0,39.0
0,Married,3,Dietitian,14820.23,Master's,3,Corporate,Email,331.0,13,38483.39,0,Not Churned,,237693.1,3.0,6.0,57.0
1,Married,4,Financial planner,55083.02,Diploma,30,Corporate,Phone,355.0,29,25844.46,0,Not Churned,,95785.23,5.0,9.0,21.0
0,Divorced,5,Physiological scientist,10863.59,High School,30,SME,Phone,546.0,18,28780.6,0,Not Churned,,44881.16,1.0,2.0,47.0
0,Married,5,Drilling engineer,57858.19,Diploma,11,Corporate,Email,367.0,12,48026.55,0,Not Churned,,197221.8,5.0,10.0,21.0
0,Divorced,1,Furniture conservator/restorer,86623.11,Bachelor's,6,Corporate,Email,360.0,19,31455.04,0,Not Churned,,185494.29,5.0,9.0,43.0
1,Married,1,"Civil engineer, contracting",64762.16,Diploma,26,Corporate,Phone,356.0,30,44259.23,1,Better Offers Elsewhere,2024-06-12,38351.77,1.0,6.0,74.0
0,Single,3,Amenity horticulturist,28538.66,Master's,14,Corporate,Phone,473.0,19,44704.31,0,Not Churned,,45354.53,1.0,2.0,20.0
1,Single,0,Nutritional therapist,48782.86,High School,16,Retail,Phone,630.0,7,43536.65,0,Not Churned,,47203.27,2.0,5.0,65.0
0,Divorced,1,"Radiographer, diagnostic",26042.22,Diploma,7,Retail,Phone,720.0,21,43973.67,0,Not Churned,,155888.15,1.0,5.0,55.0
1,Single,4,Publishing rights manager,18347.99,High School,6,SME,Email,717.0,6,11573.17,0,Not Churned,,73069.82,3.0,0.0,53.0
0,Married,1,"Psychotherapist, child",55887.13,Bachelor's,23,Corporate,Phone,732.0,30,24762.27,0,Not Churned,,79766.25,4.0,2.0,76.0
0,Divorced,1,Insurance claims handler,12475.3,Master's,24,Retail,Email,453.0,20,24128.67,0,Not Churned,,125216.82,5.0,0.0,27.0
0,Single,3,"Teacher, secondary school",57867.76,Diploma,2,SME,Phone,631.0,15,21063.8,0,Not Churned,,36420.79,3.0,5.0,41.0
0,Married,2,"Programme researcher, broadcasting/film/video",54804.78,Bachelor's,2,Retail,Phone,771.0,13,38695.15,0,Not Churned,,106651.86,4.0,8.0,49.0
1,Married,5,"Surveyor, planning and development",29390.29,High School,28,Retail,Phone,425.0,14,2567.29,0,Not Churned,,157489.96,5.0,7.0,24.0
1,Single,1,Sales promotion account executive,22974.05,High School,14,Retail,Email,491.0,16,7276.29,1,Service Issues,2024-06-23,26181.47,2.0,3.0,35.0
0,Divorced,3,Minerals surveyor,65145.7,Diploma,5,Corporate,Email,585.0,22,25290.75,1,Better Offers Elsewhere,2024-08-04,26599.99,2.0,7.0,27.0
1,Divorced,0,Insurance underwriter,49059.25,Master's,28,Retail,Phone,637.0,25,25676.65,0,Not Churned,,39628.47,4.0,5.0,55.0
1,Divorced,4,Glass blower/designer,89235.47,Bachelor's,27,Corporate,Phone,532.0,7,5911.41,0,Not Churned,,47773.79,5.0,5.0,69.0
1,Divorced,2,Education administrator,72314.11,High School,2,Corporate,Email,312.0,25,3163.02,1,Account Closure,2024-02-24,32612.48,2.0,1.0,27.0
0,Married,2,Lobbyist,56939.23,Master's,20,Retail,Email,357.0,27,1693.69,0,Not Churned,,72608.78,5.0,9.0,63.0
1,Married,3,"Geologist, engineering",56705.0,Master's,10,Retail,Email,404.0,1,38612.77,0,Not Churned,,91593.16,3.0,2.0,25.0
1,Married,0,Brewing technologist,84235.85,Master's,6,Retail,Phone,690.0,28,22412.41,0,Not Churned,,242297.25,1.0,4.0,28.0
0,Single,2,Field seismologist,59720.92,Diploma,10,Retail,Phone,804.0,2,28380.98,0,Not Churned,,12234.66,4.0,7.0,31.0
1,Single,5,Tax inspector,66838.58,High School,5,SME,Email,726.0,27,4318.39,0,Not Churned,,170357.36,3.0,6.0,24.0
1,Divorced,3,"Civil engineer, consulting",63234.27,Bachelor's,5,SME,Email,709.0,14,14386.36,0,Not Churned,,142206.79,4.0,9.0,22.0
0,Married,5,IT trainer,87140.17,Bachelor's,8,SME,Email,386.0,13,30563.47,0,Not Churned,,240849.4,4.0,9.0,66.0
0,Married,2,Primary school teacher,47575.82,Master's,15,Retail,Phone,542.0,7,13662.14,0,Not Churned,,75288.61,3.0,1.0,46.0
0,Married,1,Sub,41178.52,Master's,4,Retail,Phone,651.0,26,14684.01,0,Not Churned,,152242.8,3.0,0.0,71.0
0,Single,1,"Engineer, production",76519.81,Master's,12,Retail,Email,739.0,5,36742.6,0,Not Churned,,100605.65,1.0,5.0,56.0
0,Married,3,Education administrator,31768.03,Bachelor's,6,SME,Phone,761.0,30,14619.38,0,Not Churned,,235645.6,5.0,10.0,31.0
