Gender,Marital Status,Number of Dependents,Occupation,Income,Education Level,Customer Tenure,Customer Segment,Preferred Communication Channel,Credit Score,Credit History Length,Outstanding Loans,Churn Flag,Churn Reason,Balance,NumOfProducts,NumComplaints,Age,Days Since Churn,Debt-to-Income Ratio,Products per Tenure,Complaints per Product
1,2,4,182,61454.33,2,25,2,0,724.0,27,21546.97,0,2,168168.78,2.0,1.0,33.0,-1.0,0.3506118997327002,0.07692307692307693,0.3333333333333333
0,1,1,372,19763.19,1,22,0,0,681.0,14,29294.14,0,2,114361.28,3.0,8.0,45.0,-1.0,1.4821826748275544,0.13043478260869565,2.0
1,1,2,538,43841.75,1,10,1,1,815.0,3,24109.94,0,2,177897.97,3.0,5.0,63.0,-1.0,0.5499185156040622,0.2727272727272727,1.25
1,2,1,71,90686.05,0,20,1,0,499.0,1,22018.72,1,1,7725.99,1.0,10.0,47.0,322.0,0.24279894428146026,0.047619047619047616,5.0
0,2,2,147,15092.54,0,2,2,0,759.0,7,21788.83,0,2,233728.95,2.0,4.0,47.0,-1.0,1.4435864614927976,0.6666666666666666,1.3333333333333333
0,1,5,572,18889.22,1,8,2,0,777.0,28,21656.3,0,2,210837.62,2.0,3.0,65.0,-1.0,1.1464292104591687,0.2222222222222222,1.0
1,1,0,394,65185.88,2,12,1,1,620.0,20,36442.8,0,2,196412.45,1.0,5.0,24.0,-1.0,0.5590511464883732,0.07692307692307693,2.5
0,2,5,510,22981.23,1,18,2,1,761.0,7,9585.13,0,2,239134.3,1.0,5.0,63.0,-1.0,0.41706701220899794,0.05263157894736842,2.5
0,2,4,266,58990.83,2,25,2,0,595.0,5,44634.46,1,4,14629.22,2.0,4.0,44.0,315.0,0.7566210439649016,0.07692307692307693,1.3333333333333333
1,2,1,286,53890.64,0,22,0,1,627.0,2,27938.46,0,2,146174.18,2.0,10.0,41.0,-1.0,0.5184191833835452,0.08695652173913043,3.3333333333333335
1,1,2,526,78343.22,1,14,0,0,563.0,16,12148.06,1,1,12030.89,3.0,6.0,66.0,311.0,0.15506006697111796,0.2,1.5
1,2,5,65,77591.0,0,14,1,1,665.0,28,20920.33,0,2,27979.33,2.0,2.0,69.0,-1.0,0.2696196772863182,0.13333333333333333,0.6666666666666666
0,2,3,66,26912.23,1,18,0,0,504.0,22,5085.97,0,2,111739.25,1.0,8.0,47.0,-1.0,0.18897657397495582,0.05263157894736842,4.0
1,2,0,505,15999.78,2,1,0,0,325.0,13,28504.86,1,4,30711.62,1.0,0.0,25.0,427.0,1.781466903488455,0.5,0.0
1,0,1,531,36889.04,1,30,0,1,701.0,5,48230.15,0,2,56310.43,5.0,9.0,77.0,-1.0,1.307403028025993,0.16129032258064516,1.5
0,0,3,97,24263.92,2,6,0,1,770.0,11,16644.9,0,2,109309.01,1.0,2.0,55.0,-1.0,0.6859655832370353,0.14285714285714285,1.0
1,2,1,154,33218.87,1,8,0,0,426.0,25,7572.78,0,2,54934.64,5.0,3.0,33.0,-1.0,0.22795935083430485,0.5555555555555556,0.5
0,0,3,79,66811.75,2,18,1,1,553.0,11,44778.65,1,4,7282.63,4.0,10.0,40.0,485.0,0.6702111498179614,0.21052631578947367,2.0
1,2,0,151,77615.11,3,5,0,0,694.0,28,17559.64,0,2,196823.05,4.0,9.0,39.0,-1.0,0.22623705310662953,0.6666666666666666,1.8
0,2,0,71,40960.2,0,22,1,1,700.0,20,36523.6,0,2,171013.62,4.0,10.0,25.0,-1.0,0.8916633301758737,0.17391304347826086,2.0
0,2,5,309,17271.06,3,24,2,0,706.0,27,43241.69,1,0,22462.66,2.0,10.0,69.0,320.0,2.5035629797487964,0.08,3.3333333333333335
1,2,0,541,31866.61,2,10,1,1,631.0,12,5467.88,0,2,192417.62,1.0,5.0,64.0,-1.0,0.17158111323691988,0.09090909090909091,2.5
1,2,5,479,59432.36,3,27,1,1,329.0,7,41535.4,1,4,16185.62,2.0,5.0,57.0,351.0,0.698856669049167,0.07142857142857142,1.6666666666666667
0,0,3,281,85982.85,2,19,1,1,633.0,16,28094.67,0,2,152271.36,2.0,5.0,76.0,-1.0,0.3267435687050533,0.1,1.6666666666666667
0,1,1,623,66509.42,0,25,2,0,670.0,4,1371.42,0,2,112906.94,3.0,8.0,39.0,-1.0,0.020619626217967053,0.11538461538461539,2.0
1,0,5,90,50689.08,3,25,0,1,350.0,28,39583.32,0,2,228170.33,3.0,4.0,20.0,-1.0,0.7808888839788771,0.11538461538461539,1.0
0,2,3,438,52872.39,0,6,2,0,470.0,22,8019.28,1,3,22195.09,3.0,8.0,61.0,496.0,0.15166948818677978,0.42857142857142855,2.0
1,0,3,150,72155.65,3,7,0,1,806.0,12,15237.26,0,2,167172.38,5.0,7.0,43.0,-1.0,0.2111691715178019,0.625,1.1666666666666667
0,2,0,310,72555.71,0,20,2,1,358.0,14,44850.54,0,2,17213.02,5.0,2.0,75.0,-1.0,0.6181446209454645,0.23809523809523808,0.3333333333333333
1,1,0,598,45097.83,1,20,1,1,314.0,26,44673.33,1,0,28710.17,1.0,2.0,60.0,480.0,0.990565165437773,0.047619047619047616,1.0
0,2,5,31,18061.25,0,30,2,1,319.0,27,22242.0,1,3,18566.01,1.0,6.0,70.0,488.0,1.2314080471702031,0.03225806451612903,3.0
0,0,1,605,41887.83,3,8,0,0,831.0,7,28147.23,0,2,72463.15,5.0,0.0,21.0,-1.0,0.6719507324506317,0.5555555555555556,0.0
0,0,4,316,96640.39,2,2,0,1,620.0,7,2078.77,0,2,28351.43,5.0,3.0,41.0,-1.0,0.02151014177258833,1.6666666666666667,0.5
1,1,2,116,32579.18,1,11,2,1,759.0,27,8523.66,0,2,22636.19,5.0,2.0,40.0,-1.0,0.26162102235162604,0.4166666666666667,0.3333333333333333
0,1,2,609,38808.14,0,30,2,0,737.0,3,42060.83,0,2,214300.89,4.0,6.0,48.0,-1.0,1.0837867059151531,0.12903225806451613,1.2
1,0,5,5,17152.78,2,19,0,0,319.0,19,38168.42,0,2,165741.47,5.0,0.0,52.0,-1.0,2.225073424049976,0.25,0.0
1,0,1,242,6296.02,0,11,0,1,849.0,17,14375.92,0,2,42152.82,5.0,10.0,76.0,-1.0,2.282971945459916,0.4166666666666667,1.6666666666666667
0,1,0,406,61348.79,0,10,0,1,368.0,9,17635.74,0,2,124053.58,3.0,7.0,28.0,-1.0,0.28746210867225463,0.2727272727272727,1.75
0,1,4,158,96194.24,2,28,2,0,789.0,20,43031.08,0,2,100860.84,3.0,1.0,26.0,-1.0,0.447330657941079,0.10344827586206896,0.25
1,2,2,10,89222.69,0,14,0,0,765.0,9,43236.58,0,2,47428.99,3.0,2.0,64.0,-1.0,0.48458632455124867,0.2,0.5
0,0,2,463,14410.06,3,28,0,0,806.0,7,46205.97,0,2,133237.17,2.0,5.0,56.0,-1.0,3.206285311420534,0.06896551724137931,1.6666666666666667
1,2,4,479,28630.15,1,21,2,0,629.0,20,15705.5,0,2,122409.3,4.0,7.0,21.0,-1.0,0.548545901928494,0.18181818181818182,1.4
1,0,4,188,98308.98,2,17,1,0,713.0,21,44599.25,0,2,54788.41,4.0,4.0,30.0,-1.0,0.45365943518653956,0.2222222222222222,0.8
0,1,2,593,16614.09,3,16,2,1,627.0,25,34853.62,0,2,23865.89,4.0,7.0,60.0,-1.0,2.0977087695582752,0.23529411764705882,1.4
0,2,4,189,26776.34,1,19,0,1,618.0,4,48839.24,0,2,175751.23,3.0,4.0,28.0,-1.0,1.82390185134147,0.15,1.0
1,0,3,341,45941.35,3,2,1,0,818.0,16,16787.42,0,2,223449.39,3.0,10.0,41.0,-1.0,0.3654018568923879,1.0,2.5
0,2,5,433,31354.97,0,5,2,0,720.0,23,23623.62,0,2,3882.67,1.0,0.0,42.0,-1.0,0.7534010269814647,0.16666666666666666,0.0
0,0,0,146,31160.57,2,7,1,1,607.0,10,3982.02,0,2,68580.15,2.0,5.0,67.0,-1.0,0.1277862444029617,0.25,1.6666666666666667
0,2,2,213,95850.92,2,20,2,1,797.0,21,1149.06,0,2,112244.53,1.0,10.0,55.0,-1.0,0.011987866283742673,0.047619047619047616,5.0
1,2,4,233,25257.52,3,18,2,1,729.0,30,31736.36,1,1,52014.3,1.0,9.0,52.0,439.0,1.2564615820721088,0.05263157894736842,4.5
0,2,1,480,68492.87,1,8,1,1,441.0,11,13677.61,0,2,149375.7,5.0,6.0,25.0,-1.0,0.19969100884502514,0.5555555555555556,1.0
1,0,1,529,98531.64,0,6,0,0,732.0,5,31658.66,0,2,131931.38,5.0,7.0,64.0,-1.0,0.32130124596275916,0.7142857142857143,1.1666666666666667
1,1,2,582,47542.3,3,7,0,1,508.0,29,9913.35,0,2,61788.69,2.0,4.0,21.0,-1.0,0.2085120300862582,0.25,1.3333333333333333
1,2,0,197,35095.61,1,25,2,1,677.0,29,3180.78,0,2,185520.35,1.0,4.0,41.0,-1.0,0.09062926590345906,0.038461538461538464,2.0
1,1,5,626,86746.67,1,10,2,0,403.0,10,42191.96,1,0,44700.72,1.0,4.0,60.0,310.0,0.4863757147598316,0.09090909090909091,2.0
0,0,1,561,37327.87,1,16,1,1,597.0,25,16777.01,1,3,9673.34,4.0,7.0,21.0,393.0,0.44943792833803964,0.23529411764705882,1.4
1,2,4,571,81277.05,1,27,2,1,316.0,7,20117.88,0,2,138720.53,3.0,8.0,57.0,-1.0,0.24751922567039933,0.10714285714285714,2.0
0,2,3,173,71371.48,0,27,0,0,358.0,8,47301.35,0,2,177350.96,5.0,6.0,58.0,-1.0,0.6627393359457315,0.17857142857142858,1.0
1,1,0,4,57854.39,1,29,2,0,625.0,2,49388.9,1,1,6983.99,4.0,9.0,25.0,327.0,0.8536611714137612,0.13333333333333333,1.8
0,1,3,81,55815.08,1,15,0,0,342.0,1,41691.92,0,2,230064.62,2.0,10.0,46.0,-1.0,0.7469517744707259,0.125,3.3333333333333335
0,0,2,547,42359.12,2,11,0,1,413.0,5,27051.13,0,2,180593.02,3.0,8.0,40.0,-1.0,0.638598993581699,0.25,2.0
1,2,4,272,56358.45,0,7,0,1,661.0,16,28197.47,0,2,186588.25,5.0,9.0,57.0,-1.0,0.5003148540306905,0.625,1.5
1,2,3,114,24634.32,3,10,0,0,320.0,25,5168.66,0,2,63546.86,3.0,1.0,53.0,-1.0,0.20980689514079784,0.2727272727272727,0.25
1,2,0,414,93066.37,3,15,0,0,628.0,3,11445.43,0,2,155160.19,5.0,10.0,40.0,-1.0,0.1229800519774009,0.3125,1.6666666666666667
0,0,2,180,87080.25,3,2,1,1,536.0,6,16384.1,1,3,18355.39,4.0,9.0,47.0,393.0,0.188147276250628,1.3333333333333333,1.8
0,0,0,603,38414.4,1,13,2,1,837.0,13,34043.26,0,2,194986.38,5.0,1.0,49.0,-1.0,0.8861878309219741,0.35714285714285715,0.16666666666666666
1,2,0,189,81182.12,2,22,1,1,735.0,27,36646.55,0,2,182336.42,2.0,0.0,57.0,-1.0,0.45140603120451644,0.08695652173913043,0.0
0,2,4,435,16464.1,2,17,0,1,634.0,14,38407.31,1,0,30831.42,3.0,9.0,66.0,369.0,2.3326496650491038,0.16666666666666666,2.25
1,1,4,494,25543.58,1,16,2,1,463.0,15,35197.57,0,2,97122.79,1.0,0.0,22.0,-1.0,1.3778879903290637,0.058823529411764705,0.0
0,1,5,39,20625.43,2,29,1,1,672.0,12,15362.06,0,2,136212.42,3.0,10.0,29.0,-1.0,0.7447755137461984,0.1,2.5
1,2,4,142,10931.74,2,26,0,1,414.0,20,43813.22,0,2,117819.89,1.0,3.0,66.0,-1.0,4.007524188812686,0.037037037037037035,1.5
1,2,1,251,17334.48,0,22,2,1,513.0,22,38615.74,0,2,127393.29,1.0,5.0,40.0,-1.0,2.227555279692284,0.043478260869565216,2.5
1,1,0,364,27285.66,1,4,0,0,638.0,25,12035.09,0,2,193680.97,5.0,8.0,35.0,-1.0,0.44106130981219394,1.0,1.3333333333333333
1,1,3,365,34936.94,1,1,1,0,425.0,19,42187.75,0,2,190365.03,4.0,0.0,56.0,-1.0,1.2075053652276007,2.0,0.0
0,1,4,438,78713.72,0,14,1,0,745.0,24,29097.79,0,2,63193.7,5.0,9.0,32.0,-1.0,0.36966135431848074,0.3333333333333333,1.5
0,1,3,320,43780.68,1,21,1,0,549.0,23,8978.25,1,3,195.28,5.0,9.0,74.0,295.0,0.20506864971832967,0.22727272727272727,1.5
1,1,5,404,83780.93,0,2,1,1,302.0,16,10573.51,0,2,173269.87,4.0,2.0,24.0,-1.0,0.1262027504021452,1.3333333333333333,0.4
1,2,1,116,38066.81,1,28,2,0,597.0,2,34339.49,0,2,169703.5,5.0,2.0,31.0,-1.0,0.9020610852055845,0.1724137931034483,0.3333333333333333
0,0,1,502,96639.51,1,22,0,0,681.0,9,38163.35,0,2,152474.35,3.0,6.0,23.0,-1.0,0.3949001303904543,0.13043478260869565,1.5
1,1,0,174,80277.24,1,9,0,0,361.0,10,24705.69,0,2,73124.78,4.0,4.0,46.0,-1.0,0.307750767829489,0.4,0.8
0,0,4,203,86716.05,1,2,1,0,496.0,17,24286.25,0,2,196918.6,1.0,2.0,26.0,-1.0,0.28006314790459313,0.3333333333333333,1.0
0,2,4,141,7129.48,2,28,0,1,310.0,5,1182.4,0,2,63679.29,5.0,7.0,39.0,-1.0,0.16582333868126692,0.1724137931034483,1.1666666666666667
1,0,5,423,80438.64,1,3,2,1,470.0,4,32180.9,0,2,174363.58,3.0,10.0,60.0,-1.0,0.4000627054024608,0.75,2.5
0,0,0,111,19475.03,2,23,2,0,704.0,10,44695.51,0,2,24736.37,4.0,0.0,30.0,-1.0,2.2948983956175875,0.16666666666666666,0.0
1,2,4,458,81398.82,2,30,1,1,384.0,12,34255.11,0,2,136362.71,5.0,1.0,35.0,-1.0,0.42082537774653556,0.16129032258064516,0.16666666666666666
0,1,1,269,82918.98,0,24,2,0,610.0,3,26956.99,0,2,68084.74,1.0,3.0,40.0,-1.0,0.325096436347428,0.04,1.5
1,2,3,520,80957.77,3,13,0,1,844.0,19,6900.34,0,2,129406.0,1.0,6.0,62.0,-1.0,0.0852327672468344,0.07142857142857142,3.0
0,2,2,326,33923.9,0,26,2,1,471.0,30,34873.78,0,2,165206.65,3.0,2.0,34.0,-1.0,1.0279700161238499,0.1111111111111111,0.5
1,1,1,375,44814.28,1,11,2,0,787.0,18,30388.03,0,2,56380.6,3.0,9.0,72.0,-1.0,0.6780729697549586,0.25,2.25
1,1,3,584,91929.17,1,14,0,1,750.0,17,37427.2,0,2,133024.26,5.0,6.0,34.0,-1.0,0.4071264090994284,0.3333333333333333,1.0
0,0,5,381,14302.73,1,6,2,0,424.0,23,16017.7,0,2,89127.18,4.0,4.0,66.0,-1.0,1.119826786439621,0.5714285714285714,0.8
0,2,1,467,34528.87,2,1,1,1,338.0,16,14211.14,0,2,172296.24,5.0,10.0,56.0,-1.0,0.4115607733246606,2.5,1.6666666666666667
0,2,0,368,10116.55,3,30,0,0,667.0,19,19508.24,0,2,166068.78,3.0,9.0,35.0,-1.0,1.9281584968693017,0.0967741935483871,2.25
0,2,1,481,94406.87,2,30,0,0,659.0,7,23370.3,0,2,104946.93,4.0,7.0,50.0,-1.0,0.24754609970545888,0.12903225806451613,1.4
0,1,5,356,45518.93,1,10,0,1,815.0,5,10533.99,0,2,13262.44,4.0,5.0,48.0,-1.0,0.23141489892449307,0.36363636363636365,1.0
0,1,2,564,30753.23,0,5,2,0,848.0,17,12055.77,0,2,221018.86,3.0,2.0,30.0,-1.0,0.39200363657292026,0.5,0.5
0,1,1,329,35790.32,2,27,2,1,785.0,17,3489.15,0,2,145142.04,1.0,6.0,34.0,-1.0,0.09748592675542563,0.03571428571428571,3.0
0,1,2,339,5068.92,3,3,0,0,489.0,27,41078.87,0,2,125896.04,1.0,4.0,52.0,-1.0,8.102469072490296,0.25,2.0
1,1,5,475,35913.07,0,20,2,1,433.0,3,4317.06,1,4,15741.75,3.0,7.0,20.0,310.0,0.12020525660277435,0.14285714285714285,1.75
0,1,1,53,78820.04,1,26,2,0,712.0,26,24742.83,0,2,130638.62,2.0,2.0,22.0,-1.0,0.3139114886076104,0.07407407407407407,0.6666666666666666
0,2,1,103,22409.51,2,19,2,1,366.0,10,7940.79,0,2,137651.38,1.0,9.0,72.0,-1.0,0.3543333016517697,0.05,4.5
1,0,4,465,46667.06,1,26,0,1,598.0,29,41430.23,0,2,245298.52,3.0,1.0,56.0,-1.0,0.8877641367564884,0.1111111111111111,0.25
1,1,5,124,15785.3,0,22,0,0,662.0,22,48570.37,0,2,116125.73,4.0,9.0,42.0,-1.0,3.0767418584468813,0.17391304347826086,1.8
0,1,3,335,28106.32,3,25,0,1,810.0,13,23673.1,0,2,240087.22,4.0,9.0,19.0,-1.0,0.8422396727969795,0.15384615384615385,1.8
0,2,5,29,31577.52,2,13,0,1,456.0,24,34408.08,0,2,151191.42,1.0,0.0,27.0,-1.0,1.0896039459734022,0.07142857142857142,0.0
0,1,5,572,52765.02,0,29,1,0,700.0,8,29732.62,1,3,24066.06,4.0,9.0,67.0,303.0,0.5634804368417402,0.13333333333333333,1.8
1,0,1,97,92042.39,1,25,0,1,619.0,18,29905.45,0,2,156160.78,2.0,3.0,31.0,-1.0,0.32490600357070726,0.07692307692307693,1.0
1,2,2,216,58017.14,0,26,2,0,348.0,18,37307.52,0,2,208551.39,3.0,10.0,24.0,-1.0,0.6430319896501335,0.1111111111111111,2.5
1,1,0,202,89170.03,2,28,0,1,668.0,20,15605.89,0,2,65187.1,4.0,3.0,56.0,-1.0,0.17501076302471777,0.13793103448275862,0.6
1,0,2,378,16839.08,2,30,0,1,437.0,27,32722.12,0,2,101294.06,5.0,6.0,36.0,-1.0,1.9431095339214537,0.16129032258064516,1.0
0,1,2,115,26772.26,1,5,0,1,751.0,5,23909.43,0,2,173782.51,4.0,7.0,72.0,-1.0,0.8930339450630966,0.6666666666666666,1.4
0,0,3,58,75303.78,2,16,0,1,304.0,12,3544.85,0,2,166471.17,4.0,0.0,73.0,-1.0,0.047073373031565856,0.23529411764705882,0.0
1,2,3,497,67435.35,0,10,1,1,680.0,16,45440.59,0,2,32138.01,2.0,2.0,59.0,-1.0,0.673829322019949,0.18181818181818182,0.6666666666666666
0,2,1,240,42313.5,2,23,1,0,611.0,27,30289.88,0,2,232413.25,3.0,9.0,53.0,-1.0,0.7158274350399981,0.125,2.25
1,1,3,117,45044.27,3,2,0,0,495.0,24,28326.78,1,0,6884.56,5.0,9.0,45.0,348.0,0.6288513755162307,1.6666666666666667,1.5
0,1,2,21,56308.15,1,18,2,1,380.0,16,13405.37,0,2,239060.8,4.0,2.0,21.0,-1.0,0.23806734784666436,0.21052631578947367,0.4
0,2,3,244,79791.97,0,12,0,1,483.0,25,24665.05,0,2,128569.63,1.0,1.0,67.0,-1.0,0.3091130709885846,0.07692307692307693,0.5
1,2,0,207,92261.58,0,22,0,0,578.0,27,5580.57,0,2,128257.67,4.0,2.0,49.0,-1.0,0.060485735386979204,0.17391304347826086,0.4
0,2,1,285,86693.93,3,19,2,1,620.0,14,32340.36,0,2,101180.67,3.0,1.0,65.0,-1.0,0.37303634710818734,0.15,0.25
1,2,4,509,50873.24,3,16,1,1,769.0,8,36009.23,0,2,149397.07,5.0,7.0,69.0,-1.0,0.7078087063315345,0.29411764705882354,1.1666666666666667
1,1,1,569,28557.46,0,24,1,0,363.0,28,46956.25,0,2,136267.28,5.0,2.0,56.0,-1.0,1.644215059215378,0.2,0.3333333333333333
0,1,0,323,94740.65,3,28,1,1,667.0,14,41091.05,0,2,117658.25,2.0,1.0,67.0,-1.0,0.43371684998097465,0.06896551724137931,0.3333333333333333
0,2,5,463,28539.33,1,1,2,1,471.0,15,26287.61,0,2,102776.02,1.0,6.0,46.0,-1.0,0.9210688874305237,0.5,3.0
1,2,0,158,61130.74,3,23,0,1,483.0,1,9538.76,0,2,35669.83,5.0,4.0,48.0,-1.0,0.15603612787726964,0.20833333333333334,0.6666666666666666
0,0,1,162,93302.67,0,24,0,1,813.0,29,25049.45,1,0,8144.39,4.0,9.0,60.0,373.0,0.2684722905326232,0.16,1.8
0,0,5,182,43294.6,2,19,2,0,390.0,17,48044.64,0,2,243125.9,1.0,8.0,62.0,-1.0,1.109688744352775,0.05,4.0
1,1,2,502,59857.85,0,18,2,1,354.0,2,39472.06,0,2,223021.7,3.0,5.0,56.0,-1.0,0.659418949745944,0.15789473684210525,1.25
1,2,3,86,26496.57,3,3,0,0,681.0,13,46580.11,0,2,199304.96,1.0,10.0,66.0,-1.0,1.757901196222899,0.25,5.0
1,2,4,50,72259.14,3,19,2,0,315.0,30,1282.83,0,2,94450.28,5.0,7.0,64.0,-1.0,0.01775294097132942,0.25,1.1666666666666667
0,1,1,348,83816.04,3,15,0,1,694.0,6,32268.27,0,2,235133.56,2.0,0.0,23.0,-1.0,0.38498460456250905,0.125,0.0
0,2,0,20,31349.08,3,19,0,1,723.0,21,1470.75,0,2,226065.55,1.0,9.0,44.0,-1.0,0.04691375588196266,0.05,4.5
1,2,3,551,84624.91,0,17,0,1,314.0,12,8576.15,0,2,154108.58,2.0,4.0,56.0,-1.0,0.10134189398967762,0.1111111111111111,1.3333333333333333
1,1,1,364,11730.36,0,17,1,1,530.0,7,26570.59,1,3,47389.02,2.0,6.0,73.0,302.0,2.2649198387910694,0.1111111111111111,2.0
1,1,3,368,88363.87,1,20,0,1,354.0,8,12864.7,0,2,19134.57,5.0,1.0,76.0,-1.0,0.14558613621001198,0.23809523809523808,0.16666666666666666
0,2,0,356,28199.11,2,5,0,0,850.0,14,28972.4,0,2,205877.47,2.0,3.0,41.0,-1.0,1.0273860633876961,0.3333333333333333,1.0
1,2,4,101,56871.71,3,8,0,1,558.0,30,3985.53,0,2,171798.81,1.0,4.0,54.0,-1.0,0.07007807435235634,0.1111111111111111,2.0
0,2,3,29,34735.84,2,25,2,0,368.0,8,13136.44,0,2,205732.65,3.0,9.0,20.0,-1.0,0.3781702653436525,0.11538461538461539,2.25
1,1,0,548,99311.57,0,12,1,1,571.0,6,25077.8,0,2,118947.68,3.0,3.0,55.0,-1.0,0.25251385600030285,0.23076923076923078,0.75
1,1,1,159,22288.68,3,1,0,0,829.0,30,10766.08,0,2,79828.6,2.0,8.0,60.0,-1.0,0.4830073827888063,1.0,2.6666666666666665
1,0,3,118,70007.78,3,26,2,1,679.0,22,7617.45,0,2,97381.61,2.0,1.0,55.0,-1.0,0.10880706677076789,0.07407407407407407,0.3333333333333333
0,2,5,323,25272.85,2,22,0,0,453.0,23,11157.25,1,1,27993.98,3.0,9.0,25.0,318.0,0.4414543094938049,0.13043478260869565,2.25
1,1,4,88,86224.1,2,22,0,0,667.0,9,13616.21,0,2,92379.45,4.0,2.0,25.0,-1.0,0.1579146907339046,0.17391304347826086,0.4
0,2,1,414,19138.64,0,24,0,0,719.0,19,20201.83,0,2,226054.51,3.0,8.0,73.0,-1.0,1.0554968640998474,0.12,2.0
1,1,3,549,16789.14,1,14,1,1,517.0,10,47373.49,1,1,20681.72,4.0,10.0,44.0,352.0,2.8215065508685453,0.26666666666666666,2.0
1,1,0,438,82444.64,1,5,0,0,703.0,16,44397.57,1,4,3085.45,4.0,10.0,75.0,484.0,0.5385071909199808,0.6666666666666666,2.0
0,1,1,473,51510.11,3,16,1,0,600.0,12,9798.17,0,2,133118.03,3.0,7.0,69.0,-1.0,0.1902146934903946,0.17647058823529413,1.75
1,0,5,315,19561.51,3,16,2,0,640.0,23,6186.49,0,2,237498.86,4.0,8.0,52.0,-1.0,0.31624213866216555,0.23529411764705882,1.6
1,0,1,58,99116.82,1,7,1,1,435.0,24,44898.29,0,2,137467.75,2.0,8.0,29.0,-1.0,0.45297899005446246,0.25,2.6666666666666665
0,0,0,638,14735.39,0,23,1,0,488.0,16,42186.75,0,2,62404.12,1.0,2.0,52.0,-1.0,2.862760146820219,0.041666666666666664,1.0
1,0,3,111,23701.32,0,28,2,1,412.0,15,26476.62,0,2,240254.91,3.0,5.0,73.0,-1.0,1.1170476139044616,0.10344827586206896,1.25
1,1,1,613,89619.23,0,21,1,1,822.0,17,15081.89,1,3,1367.98,4.0,10.0,64.0,299.0,0.1682866692040402,0.18181818181818182,2.0
0,1,5,185,48787.78,2,21,0,0,629.0,19,22710.26,0,2,119808.1,4.0,8.0,56.0,-1.0,0.46548120285032746,0.18181818181818182,1.6
1,2,0,454,58732.6,2,11,1,0,665.0,18,41629.62,0,2,223236.32,2.0,0.0,21.0,-1.0,0.7087871337701078,0.16666666666666666,0.0
0,2,4,602,91382.62,1,15,0,0,418.0,12,1851.59,1,0,44836.03,3.0,8.0,71.0,387.0,0.02026172742992672,0.1875,2.0
1,0,4,26,16473.42,2,19,1,0,419.0,29,26966.86,1,1,10763.91,4.0,7.0,76.0,350.0,1.6368928314320021,0.2,1.4
0,2,1,555,19521.37,0,2,2,0,417.0,15,10305.09,0,2,84929.3,5.0,10.0,76.0,-1.0,0.5278606029903132,1.6666666666666667,1.6666666666666667
1,1,4,560,99477.82,1,14,2,1,486.0,19,34097.28,0,2,89477.7,5.0,8.0,22.0,-1.0,0.3427591923587352,0.3333333333333333,1.3333333333333333
1,0,1,202,8216.29,3,4,1,0,375.0,28,26169.68,0,2,181521.05,2.0,1.0,52.0,-1.0,3.18470931414128,0.4,0.3333333333333333
1,1,3,152,18942.0,2,12,0,0,552.0,26,48743.64,0,2,224807.73,2.0,1.0,60.0,-1.0,2.573174259620968,0.15384615384615385,0.3333333333333333
0,2,3,458,43100.5,0,26,1,0,812.0,6,26619.56,0,2,189456.79,2.0,8.0,40.0,-1.0,0.6176017075971835,0.07407407407407407,2.6666666666666665
0,0,5,592,82103.36,3,27,1,1,358.0,19,38657.57,0,2,187132.03,1.0,6.0,38.0,-1.0,0.4708345573852594,0.03571428571428571,3.0
1,2,2,406,77299.3,3,13,2,1,779.0,19,22879.13,0,2,93021.71,1.0,10.0,20.0,-1.0,0.29597724717756596,0.07142857142857142,5.0
0,2,1,513,77028.14,2,14,0,0,410.0,11,22315.73,0,2,85280.49,1.0,0.0,22.0,-1.0,0.28970503889826626,0.06666666666666667,0.0
0,2,1,368,51156.14,2,25,2,0,648.0,2,40023.22,0,2,194860.71,2.0,7.0,50.0,-1.0,0.7823584352057211,0.07692307692307693,2.3333333333333335
1,0,5,173,19384.79,3,20,2,1,363.0,8,40661.77,0,2,213462.73,3.0,0.0,69.0,-1.0,2.0975038933156704,0.14285714285714285,0.0
0,2,1,489,18614.65,1,2,2,0,533.0,13,21903.09,0,2,89288.57,1.0,8.0,67.0,-1.0,1.1765954989484653,0.3333333333333333,4.0
1,1,2,463,73771.48,3,3,2,0,480.0,6,43778.12,0,2,164023.59,5.0,3.0,30.0,-1.0,0.5934207444293591,1.25,0.5
1,2,2,551,43566.74,1,10,1,0,308.0,3,14393.91,0,2,171936.47,3.0,6.0,40.0,-1.0,0.3303800013496225,0.2727272727272727,1.5
1,0,0,165,11969.23,3,18,0,1,372.0,21,39181.53,0,2,72433.01,3.0,7.0,28.0,-1.0,3.2732478824550575,0.15789473684210525,1.75
1,0,1,285,22954.62,3,6,0,0,545.0,24,36988.99,0,2,184715.41,3.0,9.0,63.0,-1.0,1.6113261153477885,0.42857142857142855,2.25
0,0,1,490,94600.88,3,26,2,1,833.0,29,26900.13,0,2,66551.8,3.0,8.0,65.0,-1.0,0.2843509029630278,0.1111111111111111,2.0
1,1,0,157,68564.13,1,19,1,0,613.0,19,13295.0,0,2,4746.41,5.0,0.0,43.0,-1.0,0.19390322748604136,0.25,0.0
0,1,3,433,41886.55,3,3,2,1,831.0,25,33651.98,0,2,208241.24,4.0,0.0,52.0,-1.0,0.8033885963729079,1.0,0.0
